SchemaName,TableName,create_date,modify_date
std,RiskType,2023-11-19 12:25:01.250,2026-08-06 15:52:48.883
std,SchedulerMatrix,2025-09-14 15:32:57.563,2025-09-14 15:32:57.563
std,StructureCategory,2021-10-11 11:17:53.010,2022-08-22 05:50:53.613
std,StructureElement,2021-09-05 10:13:42.137,2022-08-22 05:50:52.673
std,StructureType,2022-08-22 05:50:50.220,2022-08-22 05:50:53.480
std,SystemNotification,2025-09-09 18:12:15.083,2025-10-29 15:07:40.943
std,Zone,2022-08-22 05:41:59.587,2026-01-11 12:04:20.867
toa,LineManager,2023-04-30 18:59:50.790,2023-09-26 13:34:20.987
toa,LineManagerBak,2024-09-22 16:35:12.360,2024-09-22 16:35:12.360
toa,WorkflowLineManager,2022-07-21 13:38:16.707,2022-07-21 13:38:16.707
wkf,DesignationStep,2022-07-21 11:43:43.350,2022-07-21 11:43:43.350
wkf,WorkflowItem,2021-08-22 12:10:45.437,2022-08-22 05:39:11.127
wkf,WorkFlowLevel,2022-07-21 11:45:14.567,2022-07-21 11:45:14.567
wkf,WorkflowOperation,2022-08-22 05:39:10.157,2022-08-22 05:39:11.127
wkf,WorkflowProcess,2021-08-22 12:10:45.440,2022-08-21 13:50:35.313
wkf,WorkflowProcessDetail,2022-07-21 12:00:30.880,2022-07-21 12:00:30.880
wkf,WorkflowProcessDetail_bak,2024-05-22 07:07:40.807,2024-05-22 07:07:40.807
wkf,WorkflowProcessHistory,2022-09-21 11:19:44.157,2022-09-28 14:47:46.707
