SchemaName,TableName,IndexName,is_primary_key,is_unique,is_unique_constraint,key_ordinal,ColumnName
biams,BIAMSReportCategoryDetail,PK__BIAMSRep__A1AF898D34C9111E,1,1,0,1,BIAMSReportCategoryDetailId
biams,ProcessedItem,PK__Processe__7F8F23934F44BF01,1,1,0,1,ProcessedItemId
bis,HeadingDataType,PK_HeadingDataType,1,1,0,1,HeadingDataTypeId
dbo,__EFMigrationsHistory,PK___EFMigrationsHistory,1,1,0,1,MigrationId
dbo,ApplicationInfo,PK_ApplicationInfo,1,1,0,1,AppId
dbo,AssessmentQuestion,PK_AssessmentQuestion,1,1,0,1,AssesmentQuestionId
dbo,AssignManager,PK_AssignManager,1,1,0,1,AssignManagerId
dbo,AuditLog,PK_AuditLog,1,1,0,1,AuditLogId
dbo,AuditLogOperation,PK_AuditOperation,1,1,0,1,AuditLogOperationId
dbo,BracStaff,IX_BracStaff,0,0,0,1,CreatedDate
dbo,BracStaff,IX_BracStaff,0,0,0,2,EmailAddress
dbo,BracStaff,IX_BracStaff_1,0,0,0,1,StaffPin
dbo,BracStaff,IX_BracStaff_1,0,0,0,2,StaffName
dbo,BracStaff,PK_BracStaff,1,1,0,1,BracStaffId
dbo,BracStaff,UK_BracStaff_StaffPIN,0,1,1,1,StaffPin
dbo,CommentAreaType,PK__CommentAreaType,1,1,0,1,CommentAreaTypeId
dbo,CoreProgramme,PK_CoreProgramme,1,1,0,1,CoreProgrammeId
dbo,DashboardSnapshot,IX_DashboardSnapshot_Latest,0,0,0,1,ScopeHash
dbo,DashboardSnapshot,IX_DashboardSnapshot_Latest,0,0,0,2,PlanYear
dbo,DashboardSnapshot,IX_DashboardSnapshot_Latest,0,0,0,3,PeriodKey
dbo,DashboardSnapshot,IX_DashboardSnapshot_Latest,0,0,0,4,Status
dbo,DashboardSnapshot,IX_DashboardSnapshot_Latest,0,0,0,5,PublishedAt
dbo,DashboardSnapshot,PK_DashboardSnapshot,1,1,0,1,DashboardSnapshotId
dbo,DashboardSnapshotMapf,PK_DashboardSnapshotMapf,1,1,0,1,DashboardSnapshotId
dbo,DashboardSnapshotPendingStatus,PK_DashboardSnapshotPendingStatus,1,1,0,1,DashboardSnapshotId
dbo,DashboardSnapshotPendingStatus,PK_DashboardSnapshotPendingStatus,1,1,0,2,StatusKey
dbo,DashboardSnapshotPortfolio,IX_DashboardSnapshotPortfolio_Read,0,0,0,1,DashboardSnapshotId
dbo,DashboardSnapshotPortfolio,IX_DashboardSnapshotPortfolio_Read,0,0,0,2,TabKey
dbo,DashboardSnapshotPortfolio,IX_DashboardSnapshotPortfolio_Read,0,0,0,3,SortOrder
dbo,DashboardSnapshotRisk,IX_DashboardSnapshotRisk_Read,0,0,0,1,DashboardSnapshotId
dbo,DashboardSnapshotRisk,IX_DashboardSnapshotRisk_Read,0,0,0,2,RiskCode
dbo,DashboardSnapshotRisk,PK_DashboardSnapshotRisk,1,1,0,1,DashboardSnapshotId
dbo,DashboardSnapshotRisk,PK_DashboardSnapshotRisk,1,1,0,2,RiskCode
dbo,DashboardSnapshotSummary,PK_DashboardSnapshotSummary,1,1,0,1,DashboardSnapshotId
dbo,DashboardSnapshotSummary,PK_DashboardSnapshotSummary,1,1,0,2,CardKey
dbo,DigitalSignature,PK_DigitalSignature,1,1,0,1,DigitalSignatureId
dbo,DocumentRootPathConfig,PK_DocumentRootPathConfig,1,1,0,1,ID
dbo,EmailConfiguration,PK__EmailCon__1452379B45879EB8,1,1,0,1,EmailConfigurationId
dbo,EmailNotificationHistory,PK__EmailNot__3214EC07B1DCAE9C,1,1,0,1,Id
dbo,EmailSendGridEvent,IX_EmailSendGridEvent_Log_EventTimestamp,0,0,0,1,EmailSendLogId
dbo,EmailSendGridEvent,IX_EmailSendGridEvent_Log_EventTimestamp,0,0,0,2,EventTimestamp
dbo,EmailSendGridEvent,PK_EmailSendGridEvent,1,1,0,1,EmailSendGridEventId
dbo,EmailSendGridEvent,UX_EmailSendGridEvent_SgEventId,0,1,0,1,SgEventId
dbo,EmailSendLog,IX_EmailSendLog_CorrelationId,0,0,0,1,CorrelationId
dbo,EmailSendLog,IX_EmailSendLog_RecipientEmail_AttemptedAt,0,0,0,1,RecipientEmail
dbo,EmailSendLog,IX_EmailSendLog_RecipientEmail_AttemptedAt,0,0,0,2,AttemptedAt
dbo,EmailSendLog,IX_EmailSendLog_Status,0,0,0,1,AppSendStatus
dbo,EmailSendLog,IX_EmailSendLog_Status,0,0,0,2,ProviderStatus
